VDD,Vgate,Wn,Rd,Bandwidth,PowerConsumption,VoltageGain
1.3951662808656693,0.7017146185040475,7.890400230884552e-06,720.2159166336058,296000000.0,0.0009440000000000002,10.09
1.5620596602559091,0.7686451938003303,7.128271952271463e-06,938.8420283794402,249000000.0,0.00139,11.96
1.3257563531398775,0.5993308961391449,5.85080821812153e-06,1582.4495926499364,127000000.00000001,0.000233,10.050000000000002
1.5500777810811999,0.6388745069503785,8.354650050401689e-06,1325.8387073874471,177000000.0,0.000642,12.87
1.5380461961030962,0.8591789066791535,3.931695640087129e-06,1018.665313720703,213000000.0,0.0013,9.29
1.3183336079120638,0.60060693025589,9.50439015030861e-06,1776.005790568888,129000000.0,0.00032799999999999995,13.259999999999998
1.5715648502111437,0.6481186240911484,5.707236893475057e-06,2256.6315084695816,108000000.00000001,0.00045900000000000004,14.04
1.5618310734629632,0.6306550294160843,6.667944483458997e-06,2271.567314863205,109000000.00000001,0.000444,14.4
1.4459197595715525,0.6686458110809327,3.3031246364116675e-06,1768.194899894297,115999999.99999997,0.00033400000000000004,9.96
1.409290811419487,0.6820065557956696,8.64295917749405e-06,2054.0492720901966,134999999.99999997,0.000595,15.27
1.4127761363983156,0.6199575304985047,6.7645648941397676e-06,2517.346173524856,96200000.0,0.0003240000000000001,14.29
1.5729189008474351,0.8071752727031708,7.753157854080202e-06,716.831862926483,314000000.0,0.00199,11.49
1.4092232018709183,0.6213199138641358,6.719561621546747e-06,2425.213038921356,98899999.99999997,0.0003290000000000001,14.13
1.4229081720113756,0.600851583480835,5.071982920169831e-06,2234.793484210968,94300000.00000001,0.000222,11.57
1.7511357128620149,0.842964032292366,5.541021421551705e-06,1143.6015665531156,215000000.00000003,0.00191,12.19
1.4499075919389726,0.6886500701308251,3.470550864934922e-06,2036.8961729109285,106000000.00000003,0.000378,11.47
1.4661931984126568,0.6115693330764771,3.597546428442002e-06,2154.716469347477,93099999.99999999,0.00020899999999999998,9.98
1.5338118687272073,0.6479849964380265,7.560233086347581e-06,506.8317353725432,379000000.0,0.0007990000000000001,6.949999999999999
1.6113228142261506,0.7326890375465155,2.9535870552062992e-06,2011.1745707690714,110000000.0,0.000558,11.36
1.4394482731819154,0.6904631718993187,3.4445497691631324e-06,1853.886807337403,113999999.99999999,0.000389,10.93
1.2253579616546633,0.601624882221222,2.9420689344406133e-06,974.9436676502227,174000000.0,0.00011800000000000008,1.8899999999999995
1.3842549294233324,0.7507155161350966,8.425688892602922e-06,589.8091495037078,356000000.0,0.0014099999999999998,10.26
1.4901028230786324,0.8508204728364945,5.93479159474373e-06,1133.2930549979208,428000000.0,0.00136,4.26
1.4568212404847147,0.7085115686058999,8.085664212703706e-06,496.52788043022144,393000000.0,0.00119,8.56
1.3872052162885666,0.6067725151777268,7.387605950236321e-06,1205.6802138686178,170999999.99999997,0.0003550000000000001,10.23
1.4223828434944155,0.5971097767353059,6.194254569709302e-06,499.2273747920989,351000000.0,0.00032799999999999995,2.84
1.5225540339946748,0.7147613681852818,4.200061053037644e-06,2508.5535198450084,98700000.0,0.0005310000000000001,14.08
1.3884942412376404,0.6323692291975022,7.902739360928536e-06,1505.5736266076563,149999999.99999997,0.0004319999999999999,12.49
1.3083288431167603,0.8245529606938363,2.9952852725982673e-06,946.8601942062377,215000000.00000003,0.000743,6.92
1.3174787163734438,0.6012023806571961,9.052625596523286e-06,1007.8532546758651,200000000.0,0.0003550000000000001,9.68
1.518914844095707,0.6189198464155198,6.266089204698802e-06,1394.2552283406255,152999999.99999997,0.00041700000000000005,11.15
1.6909270763397217,0.7815280169248582,5.043310597538949e-06,1583.3229869604108,158000000.0,0.00115,13.17
1.334293556213379,0.7357390388846398,9.4576413333416e-06,598.811164498329,354000000.0,0.00135,11.01
1.5612410590052606,0.7034713536500932,9.27412474155426e-06,1243.9104467630384,207999999.99999997,0.00112,14.23
1.5238944232463838,0.6428952902555466,7.147732719779015e-06,618.4149831533431,319000000.0,0.0006379999999999999,7.22
1.6197141140699387,0.8253678560256958,7.980409488081933e-06,738.7840300798415,320000000.0,0.00227,11.64
1.7710778653621675,0.9032764434814454,2.9825667738914493e-06,894.7225213050841,219000000.0,0.00157,7.41
1.5182270497083665,0.6527500033378602,4.033622831106187e-06,2358.7974831461906,94400000.0,0.0003290000000000001,12.47
1.5287730999290945,0.7395777806639672,4.092191010713578e-06,2272.7119103074074,109000000.00000001,0.0006299999999999998,13.68
1.49452739674598,0.598650223016739,3.0533392131328587e-06,1281.7153632640836,141000000.00000003,0.00018499999999999997,5.11
1.6704326391220095,0.72753174751997,5.825744435191155e-06,2279.569387435913,123000000.00000003,0.0008499999999999998,15.18
1.6024209648370744,0.6282703042030335,8.638880729675294e-06,2810.26716530323,99699999.99999999,0.00047099999999999996,16.12
1.774912691116333,0.6590010792016984,9.042540878057482e-06,2972.3307043313976,106000000.00000003,0.000682,17.01
1.362726902961731,0.6068093955516816,8.485781848430635e-06,2313.480406999588,105000000.00000003,0.000321,14.379999999999999
1.7669524848461153,0.706802760064602,6.143301639705898e-06,2853.301271796226,102999999.99999999,0.000752,16.17
1.459069047868252,0.8160778105258942,5.129533469676972e-06,612.0292395353316,328000000.0,0.00136,7.71
1.6669138848781586,0.825527447462082,5.83485470712185e-06,1036.4946275949476,230000000.0,0.00177,11.87
1.2801395773887636,0.6796076595783235,8.962500870227816e-06,919.1981256008147,242999999.99999997,0.000738,11.94
1.7303294241428377,0.8323412507772446,4.818905740976334e-06,1328.7075534462926,183000000.0,0.00154,12.17
1.5521255269646645,0.6618648022413255,7.716980770230294e-06,2588.839560747146,109000000.00000001,0.0005549999999999999,15.919999999999998
1.4935277855023743,0.8168849632143975,2.92944347858429e-06,996.0542172193526,196000000.00000003,0.000863,7.58
1.6108024388551714,0.6385263204574586,5.002343058586121e-06,2620.9382265806194,92099999.99999999,0.00039300000000000007,14.07
1.461318410933018,0.607923111319542,4.076419204473496e-06,515.0528550148009,343000000.0,0.0002649999999999999,0.2499999999999996
1.3756502956151964,0.6319457173347474,4.664051771163941e-06,517.2897428274154,348000000.0,0.00033400000000000004,1.9199999999999997
1.3915026873350145,0.6878894358873368,9.364915996789934e-06,2100.591279566288,138000000.0,0.000629,15.62
1.316460818052292,0.6617002129554749,4.25332871079445e-06,827.9680013656615,231000000.0,0.00035600000000000003,5.67
1.4688992567360402,0.6730765342712403,6.300039779394866e-06,1414.896912872791,162000000.00000003,0.0005970000000000001,12.36
1.6399184346199036,0.6626554280519487,5.531104117631913e-06,2778.7738591432567,94300000.00000001,0.0005000000000000001,15.16
1.2774026691913607,0.6054678618907929,8.9404933154583e-06,499.13737177848805,362000000.0,0.0004,5.28
1.5430346667766572,0.6844626858830453,9.123342752456666e-06,2284.348115324974,130000000.0,0.000704,16.07
1.3463441491127015,0.6192818373441696,9.49650236964226e-06,900.0060260295867,227000000.00000003,0.00047299999999999995,10.23
1.6420543849468232,0.7243003919720651,7.74735425412655e-06,1598.6271128058431,170999999.99999997,0.00112,14.87
